"","Exhaust.System.Specialists","Intake.System.Specialists","Fuel.Emissions.Specialists","Drivetrain.Specialists","Repair.Date"
"65510",1,1,1,1,2017-01-31
"65511",1,1,1,1,2017-02-09
"65512",1,1,1,1,2017-01-30
"65513",1,1,1,2,2017-01-25
"65514",1,1,1,2,2017-02-05
"65515",1,1,2,2,2017-01-25
"65516",1,1,1,1,2017-02-09
"65517",3,2,2,1,2017-01-27
"65518",3,2,2,2,2017-02-02
"65519",1,1,1,1,2017-02-08
"65520",3,2,2,1,2017-01-27
"65521",1,1,2,1,2017-02-05
"65522",3,2,1,2,2017-01-25
"65523",1,1,2,1,2017-01-28
"65524",3,2,2,1,2017-01-29
"65525",3,2,2,1,2017-01-30
"65526",3,2,1,2,2017-01-29
"65527",1,1,1,1,2017-01-24
"65528",1,1,1,1,2017-01-31
"65529",3,2,2,1,2017-02-15
"65530",3,2,2,2,2017-02-11
"65531",3,2,2,2,2017-02-04
"65532",3,2,2,2,2017-02-12
"65533",2,4,2,2,2017-01-31
"65534",1,1,2,2,2017-02-01
"65535",3,2,2,2,2017-02-13
"65536",1,1,2,2,2017-02-01
"65537",1,1,1,1,2017-02-09
"65538",1,1,2,2,2017-02-12
"65539",3,2,1,1,2017-02-07
"65540",1,1,1,2,2017-01-29
"65541",3,2,1,2,2017-02-07
"65542",1,1,1,2,2017-01-26
"65543",3,2,2,1,2017-02-05
"65544",1,1,1,1,2017-02-09
"65545",3,2,1,1,2017-01-30
"65546",1,1,1,2,2017-02-13
"65547",1,1,2,1,2017-01-25
"65548",1,1,2,2,2017-01-29
"65549",3,2,1,2,2017-02-02
"65550",3,2,2,2,2017-02-06
"65551",1,1,2,1,2017-02-01
"65552",3,2,1,1,2017-01-25
"65553",3,2,2,2,2017-01-31
"65554",1,1,2,1,2017-01-24
"65555",1,1,1,2,2017-01-25
"65556",1,1,1,2,2017-02-04
"65557",1,1,2,1,2017-02-08
"65558",1,1,1,1,2017-01-31
"65559",1,1,3,1,2017-02-10
"65560",1,1,2,2,2017-02-01
"65561",1,1,1,1,2017-02-03
"65562",1,1,2,1,2017-01-28
"65563",1,1,1,1,2017-01-27
"65564",1,1,1,1,2017-01-28
"65565",3,2,1,1,2017-02-03
"65566",3,2,2,2,2017-02-04
"65567",1,1,2,2,2017-01-29
"65568",4,2,2,1,2017-02-05
"65569",3,2,2,2,2017-01-25
"65570",3,2,2,2,2017-01-29
"65571",1,1,1,1,2017-01-30
"65572",1,1,2,1,2017-02-12
"65573",1,1,2,2,2017-01-25
"65574",1,1,2,2,2017-01-27
"65575",3,2,0,1,2017-01-31
"65576",1,1,1,2,2017-01-28
"65577",1,1,1,1,2017-02-02
"65578",1,1,1,1,2017-02-10
"65579",3,2,2,2,2017-02-15
"65580",1,1,1,1,2017-01-29
"65581",1,1,1,1,2017-01-25
"65582",1,1,2,1,2017-02-09
"65583",1,1,2,2,2017-02-06
"65584",1,1,1,1,2017-01-31
"65585",1,1,1,1,2017-02-07
"65586",1,1,2,2,2017-02-11
"65587",1,1,2,1,2017-01-30
"65588",1,1,2,2,2017-01-28
"65589",3,2,2,1,2017-02-08
"65590",1,1,1,1,2017-01-29
"65591",1,1,1,1,2017-02-06
"65592",0,1,1,1,2017-01-29
"65593",1,1,1,2,2017-02-11
"65594",1,1,2,1,2017-01-25
"65595",3,2,1,1,2017-02-16
"65596",3,2,2,2,2017-02-14
"65597",1,1,1,1,2017-01-24
"65598",3,2,1,2,2017-02-14
"65599",1,1,1,2,2017-01-30
"65600",3,2,1,1,2017-02-14
"65601",3,2,1,1,2017-01-25
"65602",1,1,1,2,2017-01-29
"65603",1,1,1,1,2017-02-02
"65604",1,1,2,2,2017-01-26
"65605",3,2,2,2,2017-01-27
"65606",1,1,3,2,2017-02-08
"65607",1,1,2,1,2017-02-01
"65608",1,1,2,1,2017-02-07
"65609",3,2,1,2,2017-02-10
"65610",1,1,2,2,2017-02-15
"65611",1,1,1,2,2017-01-30
"65612",1,1,2,2,2017-01-26
"65613",3,2,1,2,2017-01-25
"65614",3,2,2,1,2017-01-29
"65615",1,1,2,2,2017-01-29
"65616",3,2,1,2,2017-02-14
"65617",1,1,2,2,2017-02-16
"65618",1,1,2,2,2017-02-13
"65619",1,1,1,2,2017-01-26
"65620",3,2,2,2,2017-02-11
"65621",3,2,1,2,2017-01-26
"65622",3,2,2,1,2017-02-07
"65623",3,2,1,2,2017-02-07
"65624",1,1,2,2,2017-02-10
"65625",3,2,2,1,2017-02-09
"65626",3,2,1,1,2017-02-05
"65627",1,1,1,2,2017-02-05
"65628",1,1,1,2,2017-01-25
"65629",1,1,2,1,2017-02-11
"65630",1,1,1,1,2017-01-26
"65631",3,2,2,2,2017-02-13
"65632",1,1,1,2,2017-02-07
"65633",1,1,1,1,2017-02-12
"65634",2,4,2,1,2017-01-27
"65635",3,2,1,1,2017-02-05
"65636",1,1,1,1,2017-01-26
"65637",1,1,1,1,2017-02-15
"65638",3,2,2,2,2017-01-25
"65639",1,1,1,2,2017-02-03
"65640",3,2,1,1,2017-02-04
"65641",1,1,1,2,2017-01-29
"65642",1,1,1,1,2017-02-14
"65643",1,1,2,2,2017-01-26
"65644",1,1,1,1,2017-02-07
"65645",1,1,2,2,2017-02-06
"65646",1,1,1,2,2017-02-14
"65647",3,2,1,1,2017-02-06
"65648",1,1,2,1,2017-02-10
"65649",3,2,1,1,2017-01-31
"65650",1,1,1,2,2017-02-07
"65651",3,2,2,2,2017-01-28
"65652",1,1,2,1,2017-01-29
"65653",3,2,2,2,2017-01-31
"65654",1,1,1,1,2017-02-05
"65655",1,1,1,1,2017-02-10
"65656",1,1,2,1,2017-01-28
"65657",1,1,2,2,2017-02-05
"65658",1,1,1,2,2017-01-26
"65659",1,1,1,1,2017-01-27
"65660",1,1,1,1,2017-01-24
"65661",1,1,2,2,2017-01-25
"65662",1,1,1,2,2017-02-04
"65663",3,2,2,2,2017-01-27
"65664",1,1,1,2,2017-02-13
"65665",1,1,2,3,2017-02-14
"65666",1,1,1,2,2017-02-09
"65667",3,2,2,1,2017-02-07
"65668",3,2,1,2,2017-01-25
"65669",1,1,1,1,2017-02-02
"65670",1,1,1,1,2017-01-30
"65671",1,1,2,1,2017-02-04
"65672",3,2,2,2,2017-02-02
"65673",1,1,2,2,2017-01-29
"65674",3,2,1,1,2017-01-29
"65675",4,2,1,1,2017-01-29
"65676",1,1,2,1,2017-01-26
"65677",1,1,0,1,2017-01-27
"65678",3,2,2,2,2017-02-01
"65679",3,2,1,1,2017-02-03
"65680",4,2,1,1,2017-01-27
"65681",1,1,2,2,2017-01-28
"65682",1,1,2,1,2017-02-04
"65683",1,1,1,1,2017-01-28
"65684",3,2,1,1,2017-01-26
"65685",1,1,2,1,2017-01-26
"65686",3,2,1,2,2017-02-02
"65687",1,1,1,2,2017-02-16
"65688",3,2,1,1,2017-02-04
"65689",1,1,2,2,2017-02-04
"65690",1,1,1,1,2017-02-01
"65691",1,1,1,1,2017-01-31
"65692",1,1,2,1,2017-01-29
"65693",3,2,2,2,2017-02-02
"65694",1,1,1,1,2017-01-25
"65695",1,1,2,1,2017-02-05
"65696",3,2,1,1,2017-02-01
"65697",1,1,1,1,2017-02-11
"65698",1,1,2,1,2017-01-26
"65699",1,1,2,1,2017-01-31
"65700",1,1,1,1,2017-01-30
"65701",1,1,2,1,2017-02-03
"65702",1,1,1,1,2017-01-31
"65703",3,2,2,2,2017-01-29
"65704",3,2,1,1,2017-02-08
"65705",3,2,1,2,2017-02-03
"65706",3,2,2,2,2017-01-30
"65707",1,1,2,1,2017-02-12
"65708",1,1,1,1,2017-02-11
"65709",1,1,1,1,2017-02-07
"65710",1,1,1,1,2017-02-14
"65711",1,1,1,2,2017-02-08
"65712",1,1,2,2,2017-02-09
"65713",3,2,2,2,2017-02-01
"65714",3,2,1,1,2017-01-25
"65715",1,1,1,1,2017-01-26
"65716",1,1,2,2,2017-02-05
"65717",3,2,2,3,2017-01-28
"65718",3,2,1,0,2017-02-05
"65719",3,2,2,2,2017-02-01
"65720",1,1,1,2,2017-01-25
"65721",1,1,2,2,2017-02-04
"65722",1,1,2,2,2017-01-28
"65723",3,2,1,1,2017-02-06
"65724",1,1,1,2,2017-01-28
"65725",1,1,2,2,2017-02-11
"65726",3,2,1,1,2017-02-04
"65727",3,2,1,1,2017-02-15
"65728",3,2,2,2,2017-02-01
"65729",1,1,2,2,2017-02-14
"65730",1,1,2,2,2017-01-30
"65731",1,1,1,2,2017-01-25
"65732",1,1,1,1,2017-02-12
"65733",3,2,1,1,2017-02-10
"65734",1,1,1,1,2017-02-01
"65735",1,1,2,1,2017-02-06
"65736",1,1,2,1,2017-01-24
"65737",1,1,1,2,2017-02-05
"65738",1,1,1,1,2017-01-31
"65739",3,2,2,2,2017-02-10
"65740",1,1,1,1,2017-02-05
"65741",0,1,1,1,2017-02-11
"65742",1,1,2,2,2017-02-11
"65743",1,1,1,2,2017-01-30
"65744",1,1,2,2,2017-01-27
"65745",1,1,1,1,2017-02-03
"65746",3,2,1,2,2017-02-15
"65747",1,1,1,1,2017-02-10
"65748",3,2,1,1,2017-02-11
"65749",1,1,1,1,2017-02-11
"65750",1,1,1,1,2017-02-06
"65751",1,1,1,1,2017-02-14
"65752",1,1,1,1,2017-02-13
"65753",1,1,2,2,2017-02-04
"65754",3,2,1,1,2017-02-06
"65755",1,1,2,1,2017-02-13
"65756",1,1,2,2,2017-02-01
"65757",1,1,2,2,2017-02-06
"65758",1,1,1,2,2017-01-29
"65759",1,1,1,1,2017-02-02
"65760",1,1,1,2,2017-01-25
"65761",3,2,1,1,2017-02-09
"65762",1,1,1,2,2017-01-30
"65763",3,2,2,2,2017-02-01
"65764",1,1,2,2,2017-02-11
"65765",3,2,2,1,2017-02-04
"65766",1,1,2,2,2017-01-30
"65767",3,2,2,3,2017-02-08
"65768",3,2,2,2,2017-02-10
"65769",1,1,2,1,2017-01-31
"65770",1,1,1,2,2017-02-10
"65771",3,2,2,2,2017-02-05
"65772",1,1,1,2,2017-01-26
"65773",1,1,2,2,2017-01-26
"65774",1,1,1,1,2017-02-06
"65775",1,1,1,1,2017-02-13
"65776",3,2,1,1,2017-02-05
"65777",3,2,1,1,2017-02-15
"65778",1,1,2,3,2017-01-26
"65779",1,1,1,1,2017-02-13
"65780",1,1,2,2,2017-02-06
"65781",3,2,2,2,2017-02-12
"65782",1,1,1,1,2017-02-03
"65783",1,1,1,1,2017-02-16
"65784",1,1,1,1,2017-02-11
"65785",1,1,1,1,2017-01-27
"65786",1,1,2,2,2017-02-06
"65787",1,1,2,3,2017-01-27
"65788",1,1,2,2,2017-02-04
"65789",3,2,1,2,2017-01-25
"65790",1,1,1,2,2017-01-31
"65791",3,2,2,2,2017-02-08
"65792",1,1,2,1,2017-02-04
"65793",1,1,1,1,2017-02-02
"65794",1,1,2,3,2017-01-26
"65795",3,2,2,1,2017-02-04
"65796",3,2,1,1,2017-02-12
"65797",1,1,2,2,2017-01-29
"65798",3,2,1,2,2017-01-31
"65799",1,1,2,1,2017-01-24
"65800",3,2,1,1,2017-02-02
"65801",1,1,2,1,2017-01-25
"65802",3,2,1,1,2017-02-03
"65803",1,1,2,2,2017-02-02
"65804",1,1,2,1,2017-01-30
"65805",1,1,2,2,2017-02-14
"65806",3,2,2,1,2017-01-30
"65807",3,2,1,1,2017-01-25
"65808",1,1,1,1,2017-01-30
"65809",1,1,1,2,2017-02-12
"65810",1,1,1,2,2017-02-09
"65811",3,2,2,1,2017-02-06
"65812",4,2,1,1,2017-01-29
"65813",1,1,2,1,2017-01-25
"65814",1,1,2,2,2017-01-24
"65815",1,1,2,1,2017-02-07
"65816",1,1,2,2,2017-02-01
"65817",3,2,2,2,2017-02-03
"65818",3,2,2,2,2017-02-02
"65819",1,1,2,2,2017-02-08
"65820",1,1,2,2,2017-02-01
"65821",1,1,2,1,2017-02-10
"65822",1,1,2,2,2017-02-08
"65823",1,1,1,1,2017-01-30
"65824",3,2,1,1,2017-01-30
"65825",1,1,2,2,2017-01-25
"65826",3,2,1,1,2017-02-12
"65827",1,1,2,1,2017-02-06
"65828",1,1,1,2,2017-02-03
"65829",1,1,2,1,2017-02-12
"65830",1,1,1,2,2017-02-03
"65831",1,1,1,1,2017-02-08
"65832",3,2,1,1,2017-02-14
"65833",1,1,1,2,2017-02-04
"65834",3,2,1,2,2017-02-15
"65835",1,1,1,2,2017-01-29
"65836",1,1,1,1,2017-01-28
"65837",1,1,2,2,2017-02-15
"65838",3,2,2,1,2017-02-11
"65839",1,1,1,1,2017-01-24
"65840",1,1,1,2,2017-02-09
"65841",1,1,2,2,2017-02-07
"65842",1,1,2,2,2017-02-10
"65843",1,1,2,2,2017-02-06
"65844",3,2,1,2,2017-02-08
"65845",2,4,2,2,2017-01-25
"65846",1,1,2,2,2017-01-25
"65847",1,1,1,2,2017-02-01
"65848",3,2,2,2,2017-02-05
"65849",0,1,2,1,2017-02-04
"65850",3,2,2,2,2017-02-03
"65851",3,2,2,2,2017-02-12
"65852",3,2,2,2,2017-01-24
"65853",3,2,2,1,2017-01-30
"65854",3,2,2,2,2017-02-10
"65855",3,2,2,2,2017-02-10
"65856",1,1,2,2,2017-02-11
"65857",1,1,1,1,2017-02-01
"65858",1,1,1,2,2017-01-27
"65859",3,2,2,2,2017-02-12
"65860",3,2,2,2,2017-02-03
"65861",1,1,2,1,2017-02-04
"65862",1,1,2,2,2017-02-01
"65863",1,1,2,2,2017-02-04
"65864",3,2,1,1,2017-01-27
"65865",1,1,2,3,2017-01-31
"65866",1,1,1,2,2017-01-25
"65867",1,1,2,1,2017-01-28
"65868",1,1,1,1,2017-02-06
"65869",3,2,2,2,2017-01-25
"65870",1,1,2,2,2017-01-31
"65871",3,2,1,1,2017-01-31
"65872",1,1,1,1,2017-01-26
"65873",3,2,2,1,2017-01-30
"65874",1,1,1,1,2017-01-26
"65875",3,2,1,1,2017-01-30
"65876",1,1,2,2,2017-02-01
"65877",1,1,1,2,2017-02-06
"65878",3,2,1,2,2017-02-16
"65879",3,2,2,2,2017-01-28
"65880",1,1,1,1,2017-02-07
"65881",0,1,2,2,2017-02-12
"65882",1,1,1,1,2017-02-04
"65883",1,1,1,2,2017-02-02
"65884",3,2,1,1,2017-02-13
"65885",1,1,1,1,2017-01-27
"65886",3,2,3,2,2017-02-11
"65887",3,2,2,1,2017-02-14
"65888",4,2,1,2,2017-01-29
"65889",3,2,1,2,2017-02-04
"65890",0,1,2,1,2017-02-13
"65891",1,1,2,2,2017-02-02
"65892",1,1,2,2,2017-02-02
"65893",1,1,1,1,2017-02-05
"65894",1,1,2,1,2017-02-06
"65895",3,2,2,2,2017-02-05
"65896",1,1,1,1,2017-02-06
"65897",1,1,1,1,2017-01-27
"65898",1,1,1,1,2017-01-30
"65899",1,1,1,1,2017-02-06
"65900",1,1,1,1,2017-01-25
"65901",1,1,1,1,2017-01-25
"65902",1,1,1,1,2017-01-27
"65903",3,2,1,1,2017-02-05
"65904",3,2,2,1,2017-01-31
"65905",3,2,2,1,2017-02-10
"65906",1,1,1,2,2017-02-09
"65907",3,2,2,1,2017-02-06
"65908",3,2,2,1,2017-02-06
"65909",1,1,1,2,2017-01-26
"65910",1,1,1,1,2017-01-28
"65911",1,1,1,1,2017-01-26
"65912",1,1,2,1,2017-02-12
"65913",3,2,2,2,2017-01-27
"65914",3,2,1,2,2017-02-02
"65915",3,2,1,2,2017-02-08
"65916",1,1,1,2,2017-01-30
"65917",3,2,2,2,2017-02-09
"65918",1,1,2,2,2017-01-25
"65919",0,1,2,1,2017-02-09
"65920",1,1,1,1,2017-02-04
"65921",1,1,2,2,2017-02-02
"65922",3,2,1,0,2017-02-07
"65923",1,1,1,1,2017-01-26
"65924",1,1,1,1,2017-01-25
"65925",1,1,2,2,2017-01-31
"65926",3,2,2,1,2017-02-15
"65927",1,1,1,2,2017-02-10
"65928",1,1,1,1,2017-02-12
"65929",3,2,1,1,2017-02-01
"65930",3,2,2,2,2017-02-03
"65931",3,2,2,2,2017-02-01
"65932",3,2,1,1,2017-02-06
"65933",3,2,2,2,2017-02-01
"65934",3,2,1,1,2017-02-08
"65935",1,1,1,2,2017-01-24
"65936",1,1,2,2,2017-02-06
"65937",3,2,1,1,2017-02-11
"65938",1,1,0,1,2017-02-10
"65939",1,1,2,2,2017-02-15
"65940",3,2,1,2,2017-02-06
"65941",1,1,1,2,2017-01-30
"65942",3,2,2,2,2017-02-14
"65943",1,1,2,2,2017-02-12
"65944",3,2,2,1,2017-02-02
"65945",1,1,2,1,2017-01-29
"65946",1,1,2,2,2017-02-01
"65947",3,2,2,2,2017-02-07
"65948",1,1,2,2,2017-01-31
"65949",3,2,1,1,2017-02-11
"65950",1,1,1,1,2017-01-25
"65951",1,1,2,2,2017-02-03
"65952",1,1,1,1,2017-02-03
"65953",1,1,2,2,2017-02-15
"65954",1,1,2,2,2017-01-26
"65955",1,1,2,2,2017-02-10
"65956",1,1,1,1,2017-02-04
"65957",3,2,2,2,2017-02-11
"65958",3,2,1,2,2017-02-14
"65959",1,1,2,2,2017-01-31
"65960",3,2,1,2,2017-02-12
"65961",1,1,1,2,2017-02-05
"65962",1,1,1,1,2017-02-07
"65963",1,1,1,2,2017-01-24
"65964",1,1,1,2,2017-02-05
"65965",1,1,1,2,2017-01-25
"65966",2,4,2,1,2017-02-03
"65967",1,1,2,3,2017-01-30
"65968",3,2,1,1,2017-01-27
"65969",1,1,2,2,2017-01-25
"65970",1,1,1,2,2017-01-25
"65971",1,1,2,2,2017-01-27
"65972",1,1,2,1,2017-02-07
"65973",3,2,2,2,2017-02-09
"65974",1,1,0,1,2017-02-11
"65975",1,1,1,2,2017-02-11
"65976",1,1,1,1,2017-01-31
"65977",3,2,2,1,2017-01-28
"65978",3,2,3,2,2017-02-16
"65979",1,1,2,2,2017-02-04
"65980",1,1,1,2,2017-02-01
"65981",1,1,2,2,2017-01-27
"65982",3,2,1,2,2017-02-10
"65983",1,1,1,1,2017-01-25
"65984",1,1,2,3,2017-01-26
"65985",1,1,2,3,2017-01-28
"65986",1,1,1,1,2017-02-01
"65987",1,1,1,1,2017-02-05
"65988",1,1,2,2,2017-01-29
"65989",1,1,1,2,2017-01-26
"65990",1,1,1,2,2017-01-24
"65991",1,1,1,2,2017-02-06
"65992",1,1,2,1,2017-01-26
"65993",2,4,1,1,2017-02-11
"65994",3,2,2,2,2017-01-29
"65995",1,1,1,1,2017-01-28
"65996",1,1,1,1,2017-02-03
"65997",1,1,1,2,2017-02-05
"65998",3,2,2,1,2017-01-26
"65999",1,1,1,2,2017-01-28
"66000",1,1,2,1,2017-01-28
"66001",3,2,1,2,2017-01-29
"66002",3,2,1,2,2017-02-01
"66003",3,2,2,2,2017-02-05
"66004",1,1,1,1,2017-02-09
"66005",1,1,1,2,2017-01-26
"66006",3,2,2,1,2017-02-06
"66007",0,1,2,1,2017-02-09
"66008",1,1,2,2,2017-02-12
"66009",3,2,1,1,2017-02-13
"66010",3,2,2,2,2017-02-04
"66011",1,1,2,2,2017-01-31
"66012",3,2,1,1,2017-01-28
"66013",3,2,1,1,2017-02-12
"66014",3,2,0,0,2017-02-12
"66015",1,1,1,1,2017-01-26
"66016",3,2,1,1,2017-02-09
"66017",1,1,2,1,2017-01-31
"66018",1,1,1,2,2017-02-05
"66019",3,2,0,1,2017-01-27
"66020",1,1,2,2,2017-01-25
"66021",3,2,1,1,2017-02-01
"66022",3,2,2,1,2017-02-12
"66023",3,2,1,0,2017-02-03
"66024",1,1,1,2,2017-01-26
"66025",3,2,2,2,2017-02-14
"66026",1,1,2,2,2017-01-28
"66027",1,1,1,1,2017-01-25
"66028",3,2,2,2,2017-02-07
"66029",2,4,2,1,2017-02-02
"66030",1,1,2,2,2017-02-14
"66031",1,1,2,3,2017-01-25
"66032",1,1,2,2,2017-02-04
"66033",1,1,2,1,2017-02-07
"66034",1,1,2,2,2017-01-31
"66035",1,1,2,2,2017-02-01
"66036",1,1,1,1,2017-01-26
"66037",1,1,2,2,2017-01-26
"66038",1,1,1,1,2017-01-27
"66039",4,2,1,1,2017-02-01
"66040",1,1,1,1,2017-02-02
"66041",1,1,2,2,2017-01-31
"66042",3,2,3,2,2017-02-07
"66043",1,1,3,2,2017-01-29
"66044",3,2,2,1,2017-02-08
"66045",3,2,1,2,2017-01-30
"66046",1,1,2,2,2017-02-10
"66047",1,1,1,2,2017-01-25
"66048",1,1,2,2,2017-01-24
"66049",0,1,1,1,2017-02-16
"66050",3,2,1,2,2017-01-26
"66051",3,2,1,2,2017-02-08
"66052",3,2,1,2,2017-02-02
"66053",1,1,1,1,2017-01-30
"66054",1,1,2,2,2017-01-25
"66055",3,2,2,1,2017-02-13
"66056",1,1,1,1,2017-02-09
"66057",1,1,2,1,2017-02-05
"66058",1,1,2,1,2017-02-01
"66059",3,2,2,2,2017-01-28
"66060",3,2,1,1,2017-01-26
"66061",1,1,1,1,2017-01-31
"66062",3,2,2,2,2017-01-26
"66063",1,1,1,1,2017-02-01
"66064",1,1,1,1,2017-01-25
"66065",1,1,1,1,2017-01-27
"66066",3,2,1,1,2017-02-14
"66067",3,2,2,2,2017-02-15
"66068",1,1,2,2,2017-02-02
"66069",1,1,1,1,2017-01-28
"66070",3,2,2,1,2017-01-26
"66071",3,2,1,1,2017-02-06
"66072",1,1,2,2,2017-01-25
"66073",1,1,1,1,2017-01-29
"66074",1,1,2,2,2017-02-11
"66075",1,1,2,2,2017-02-01
"66076",1,1,2,2,2017-01-25
"66077",3,2,1,1,2017-01-29
"66078",1,1,2,2,2017-01-30
"66079",3,2,1,2,2017-01-25
"66080",3,2,2,2,2017-02-15
"66081",3,2,1,1,2017-02-16
"66082",1,1,2,2,2017-01-31
"66083",1,1,1,2,2017-01-28
"66084",1,1,1,1,2017-01-25
"66085",3,2,2,2,2017-01-27
"66086",1,1,2,1,2017-01-28
"66087",1,1,1,1,2017-01-25
"66088",3,2,2,1,2017-01-26
"66089",1,1,1,0,2017-02-11
"66090",3,2,1,1,2017-02-11
"66091",2,4,1,2,2017-02-06
"66092",1,1,1,2,2017-02-03
"66093",1,1,2,1,2017-02-01
"66094",1,1,2,1,2017-02-12
"66095",3,2,2,2,2017-02-10
"66096",1,1,1,1,2017-02-11
"66097",1,1,1,1,2017-02-03
"66098",3,2,1,1,2017-02-05
"66099",1,1,1,2,2017-01-25
"66100",1,1,2,2,2017-02-06
"66101",3,2,2,1,2017-02-07
"66102",3,2,1,1,2017-02-03
"66103",1,1,1,1,2017-01-29
"66104",3,2,2,2,2017-01-29
"66105",1,1,1,2,2017-01-28
"66106",3,2,1,1,2017-02-15
"66107",1,1,1,1,2017-01-29
"66108",1,1,1,1,2017-02-05
"66109",2,4,2,2,2017-01-25
"66110",3,2,1,1,2017-02-04
"66111",1,1,1,1,2017-01-25
"66112",1,1,1,1,2017-01-30
"66113",3,2,2,2,2017-02-01
"66114",1,1,2,1,2017-01-28
"66115",1,1,0,1,2017-01-29
"66116",3,2,1,1,2017-02-10
"66117",1,1,1,1,2017-01-25
"66118",0,1,2,1,2017-02-15
"66119",1,1,1,1,2017-01-30
"66120",1,1,1,1,2017-02-08
"66121",1,1,1,1,2017-02-14
"66122",1,1,2,2,2017-01-24
"66123",3,2,1,2,2017-02-12
"66124",3,2,2,1,2017-02-02
"66125",1,1,1,2,2017-01-31
"66126",3,2,1,1,2017-01-27
"66127",3,2,2,2,2017-02-05
"66128",3,2,2,1,2017-02-06
"66129",1,1,3,2,2017-02-03
"66130",3,2,1,1,2017-02-06
"66131",1,1,1,1,2017-02-03
"66132",1,1,2,1,2017-02-09
"66133",3,2,2,2,2017-01-26
"66134",1,1,1,1,2017-01-27
"66135",1,1,1,2,2017-02-02
"66136",3,2,1,1,2017-02-07
"66137",3,2,1,1,2017-02-14
"66138",4,2,1,1,2017-01-28
"66139",1,1,3,2,2017-02-10
"66140",1,1,2,2,2017-02-07
"66141",1,1,1,2,2017-02-09
"66142",1,1,1,1,2017-01-27
"66143",1,1,2,2,2017-02-09
"66144",3,2,2,1,2017-02-04
"66145",1,1,2,3,2017-01-30
"66146",3,2,1,1,2017-01-24
"66147",1,1,3,3,2017-02-02
"66148",1,1,1,1,2017-01-28
"66149",1,1,1,2,2017-02-07
"66150",3,2,2,2,2017-02-03
"66151",3,2,2,1,2017-02-01
"66152",3,2,1,2,2017-02-02
"66153",1,1,1,2,2017-01-29
"66154",1,1,2,2,2017-01-28
"66155",1,1,1,2,2017-02-02
"66156",3,2,1,1,2017-02-06
"66157",1,1,1,2,2017-02-05
"66158",1,1,1,2,2017-01-28
"66159",3,2,1,1,2017-02-01
"66160",3,2,2,2,2017-01-24
"66161",1,1,2,1,2017-01-26
"66162",1,1,2,2,2017-01-26
"66163",3,2,1,2,2017-01-31
"66164",1,1,1,1,2017-01-29
"66165",3,2,1,2,2017-02-14
"66166",1,1,2,2,2017-01-27
"66167",1,1,2,2,2017-02-11
"66168",2,4,1,1,2017-02-14
"66169",1,1,2,2,2017-02-07
"66170",1,1,2,1,2017-01-31
"66171",1,1,1,1,2017-01-28
"66172",1,1,1,1,2017-01-27
"66173",3,2,2,2,2017-02-06
"66174",1,1,2,1,2017-01-30
"66175",1,1,1,1,2017-01-27
"66176",1,1,1,1,2017-02-11
"66177",4,2,2,1,2017-01-25
"66178",3,2,2,2,2017-02-10
"66179",1,1,1,1,2017-01-29
"66180",3,2,1,1,2017-02-11
"66181",1,1,1,1,2017-02-03
"66182",3,2,2,2,2017-02-15
"66183",3,2,1,1,2017-02-07
"66184",3,2,2,1,2017-02-04
"66185",1,1,2,3,2017-02-02
"66186",1,1,2,2,2017-01-30
"66187",1,1,2,2,2017-02-08
"66188",3,2,1,1,2017-02-14
"66189",1,1,1,2,2017-02-01
"66190",3,2,1,1,2017-02-09
"66191",3,2,1,2,2017-02-07
"66192",1,1,1,1,2017-02-10
"66193",1,1,1,1,2017-01-31
"66194",1,1,2,1,2017-02-12
"66195",3,2,1,2,2017-01-26
"66196",3,2,1,1,2017-02-02
"66197",3,2,1,1,2017-02-01
"66198",3,2,2,2,2017-02-06
"66199",1,1,1,2,2017-01-25
"66200",0,1,2,1,2017-02-11
"66201",3,2,1,1,2017-01-25
"66202",3,2,1,2,2017-02-03
"66203",1,1,2,1,2017-02-02
"66204",3,2,2,2,2017-02-01
"66205",3,2,2,1,2017-02-02
"66206",1,1,1,1,2017-02-04
"66207",3,2,2,2,2017-02-04
"66208",0,1,1,1,2017-02-11
"66209",1,1,2,1,2017-02-10
"66210",3,2,2,2,2017-01-27
"66211",1,1,2,2,2017-02-04
"66212",1,1,2,2,2017-02-09
"66213",1,1,2,1,2017-01-31
"66214",3,2,2,1,2017-02-01
"66215",1,1,1,1,2017-02-03
"66216",1,1,1,1,2017-01-26
"66217",3,2,1,1,2017-02-11
"66218",1,1,1,1,2017-01-25
"66219",1,1,1,1,2017-01-26
"66220",1,1,2,2,2017-02-16
"66221",3,2,1,1,2017-01-25
"66222",1,1,1,2,2017-01-30
"66223",1,1,1,1,2017-01-29
"66224",3,2,3,2,2017-02-15
"66225",3,2,2,2,2017-02-01
"66226",1,1,2,2,2017-02-03
"66227",3,2,1,2,2017-02-02
"66228",1,1,2,1,2017-01-26
"66229",1,1,1,1,2017-02-11
"66230",1,1,1,2,2017-01-26
"66231",1,1,1,2,2017-01-26
"66232",3,2,0,1,2017-02-15
"66233",1,1,2,0,2017-01-27
"66234",3,2,2,1,2017-02-09
"66235",1,1,1,1,2017-02-03
"66236",3,2,1,2,2017-01-25
"66237",3,2,2,2,2017-02-12
"66238",1,1,2,2,2017-01-30
"66239",1,1,1,1,2017-01-26
"66240",1,1,2,2,2017-01-30
"66241",1,1,1,1,2017-01-31
"66242",1,1,2,2,2017-01-26
