"","InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"430966","573585","23201","JUMBO BAG ALPHABET",5,"10/31/2011 14:41",4.13,NA,"United Kingdom"
"462470","575975","23284","DOORMAT KEEP CALM AND COME IN",2,"11/13/2011 13:18",8.25,13536,"United Kingdom"
"96177","544479","22088","PAPER BUNTING COLOURED LACE",40,"2/21/2011 10:28",2.55,14646,"Netherlands"
"151176","549546","22424","ENAMEL BREAD BIN CREAM",1,"4/10/2011 11:24",12.75,16889,"United Kingdom"
"112495","545896","71477","COLOUR GLASS. STAR T-LIGHT HOLDER",1,"3/7/2011 17:19",3.25,15869,"United Kingdom"
"320883","565117","84978","HANGING HEART JAR T-LIGHT HOLDER",24,"9/1/2011 11:33",1.25,13089,"United Kingdom"
"38807","539595","21383","PACK OF 12 STICKY BUNNIES",1,"12/20/2010 13:43",1.66,NA,"United Kingdom"
"83558","543309","84898F","YELLOW FLOWERS FELT HANDBAG KIT",1,"2/7/2011 12:05",2.1,18118,"United Kingdom"
"536214","581219","22999","TRAVEL CARD WALLET VINTAGE LEAF",2,"12/8/2011 9:28",0.83,NA,"United Kingdom"
"124436","546977","22166","WALL MIRROR RECTANGLE DIAMANTE PINK",2,"3/18/2011 12:08",15.79,NA,"United Kingdom"
"276855","561079","22602","RETROSPOT WOODEN HEART DECORATION",8,"7/24/2011 16:12",0.85,13956,"United Kingdom"
"230497","557151","23077","DOUGHNUT LIP GLOSS ",1,"6/17/2011 11:04",1.25,NA,"United Kingdom"
"66407","541794","21251","DINOSAUR HEIGHT CHART STICKER SET",2,"1/21/2011 13:21",2.95,17238,"United Kingdom"
"112141","545872","20728","LUNCH BAG CARS BLUE",2,"3/7/2011 14:51",1.65,15752,"United Kingdom"
"77015","542667","47566","PARTY BUNTING",5,"1/31/2011 12:16",4.65,17068,"United Kingdom"
"344701","567095","22726","ALARM CLOCK BAKELIKE GREEN",4,"9/16/2011 13:03",3.75,17049,"United Kingdom"
"299012","563076","22356","CHARLOTTE BAG PINK POLKADOT",200,"8/11/2011 16:12",0.72,14646,"Netherlands"
"193138","C553512","22890","NOVELTY BISCUITS CAKE STAND 3 TIER",-1,"5/17/2011 13:50",9.95,15005,"United Kingdom"
"85128","543463","84836","ZINC METAL HEART DECORATION",12,"2/8/2011 14:06",1.25,15311,"United Kingdom"
"434273","574036","84927F","PSYCHEDELIC TILE HOOK",12,"11/2/2011 12:46",0.39,16607,"United Kingdom"
"185359","552811","23171","REGENCY TEA PLATE GREEN ",12,"5/11/2011 12:43",1.65,17677,"United Kingdom"
"415448","572540","82494l","WOODEN FRAME ANTIQUE WHITE ",3,"10/24/2011 16:17",8.29,NA,"United Kingdom"
"133978","547811","21205","MULTICOLOUR 3D BALLS GARLAND",1,"3/25/2011 14:01",2.55,17368,"United Kingdom"
"294842","562720","22384","LUNCH BAG PINK POLKADOT",2,"8/8/2011 16:18",1.65,15033,"United Kingdom"
"506042","579124","22666","RECIPE BOX PANTRY YELLOW DESIGN",1,"11/28/2011 12:14",2.95,15721,"United Kingdom"
"403826","571653","22534","MAGIC DRAWING SLATE SPACEBOY ",24,"10/18/2011 12:17",0.36,14298,"United Kingdom"
"533654","581098","23320","GIANT 50'S CHRISTMAS CRACKER",12,"12/7/2011 11:42",1.25,14911,"EIRE"
"228911","556967","23241","TREASURE TIN GYMKHANA DESIGN",24,"6/16/2011 10:04",2.08,17193,"United Kingdom"
"316591","564755","21802","CHRISTMAS TREE HEART DECORATION",5,"8/30/2011 10:31",0.42,NA,"United Kingdom"
"487821","577782","23100","SILVER BELLS TABLE DECORATION",1,"11/21/2011 16:17",1.25,16549,"United Kingdom"
"503259","578921","23080","RED METAL BOX TOP SECRET",1,"11/27/2011 11:57",8.25,13596,"United Kingdom"
"518757","580116","35961","FOLKART ZINC HEART CHRISTMAS DEC",48,"12/1/2011 16:28",0.85,15290,"United Kingdom"
"144727","548796","22565","FELTCRAFT HAIRBANDS PINK AND WHITE ",4,"4/4/2011 12:42",0.85,15752,"United Kingdom"
"196917","553876","22138","BAKING SET 9 PIECE RETROSPOT ",3,"5/19/2011 14:45",4.95,16463,"United Kingdom"
"127779","547248","22133","PINK LOVE HEART SHAPE CUP",1,"3/22/2011 9:23",1.63,NA,"United Kingdom"
"484585","577535","21931","JUMBO STORAGE BAG SUKI",1,"11/20/2011 14:07",2.08,14071,"United Kingdom"
"116616","546261","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",1,"3/10/2011 15:01",1.95,17841,"United Kingdom"
"370452","569137","22672","FRENCH BATHROOM SIGN BLUE METAL",1,"9/30/2011 14:45",3.29,NA,"United Kingdom"
"158448","550291","21626","VINTAGE UNION JACK PENNANT",12,"4/15/2011 15:17",1.95,13720,"United Kingdom"
"402218","571475","22906","12 MESSAGE CARDS WITH ENVELOPES",5,"10/17/2011 14:42",1.65,15033,"United Kingdom"
"97538","544643","22980","PANTRY SCRUBBING BRUSH",12,"2/22/2011 11:43",1.65,13038,"United Kingdom"
"478375","577078","22577","WOODEN HEART CHRISTMAS SCANDINAVIAN",12,"11/17/2011 15:17",0.83,NA,"United Kingdom"
"195704","553738","48184","DOORMAT ENGLISH ROSE ",4,"5/19/2011 8:55",7.95,17469,"United Kingdom"
"6336","536876","21945","STRAWBERRIES  DESIGN FLANNEL ",3,"12/3/2010 11:36",1.66,NA,"United Kingdom"
"30276","538853","17084R","ASSORTED INCENSE PACK",72,"12/14/2010 13:35",0.21,16805,"United Kingdom"
"424769","573286","23321","SMALL WHITE HEART OF WICKER",4,"10/28/2011 14:38",1.65,NA,"Switzerland"
"244544","558535","23301","GARDENERS KNEELING PAD KEEP CALM ",5,"6/30/2011 12:04",1.65,16904,"United Kingdom"
"287396","562102","22698","PINK REGENCY TEACUP AND SAUCER",6,"8/2/2011 14:21",2.95,13089,"United Kingdom"
"267218","560291","21218","RED SPOTTY BISCUIT TIN",1,"7/18/2011 10:17",8.29,NA,"United Kingdom"
"361246","568342","47566","PARTY BUNTING",4,"9/26/2011 15:10",4.95,14473,"United Kingdom"
"341720","566776","22178","VICTORIAN GLASS HANGING T-LIGHT",6,"9/15/2011 9:53",1.95,14911,"EIRE"
"169067","551160","22985","WRAP BILLBOARD FONTS DESIGN",25,"4/26/2011 15:04",0.42,15237,"United Kingdom"
"148572","549245","37448","CERAMIC CAKE DESIGN SPOTTED MUG",4,"4/7/2011 11:59",1.49,15005,"United Kingdom"
"522735","580438","46000U","POLYESTER FILLER PAD 30CMx30CM",10,"12/4/2011 12:17",1.25,12827,"United Kingdom"
"152952","549715","23155","KNICKERBOCKERGLORY MAGNET ASSORTED ",12,"4/11/2011 14:40",0.83,13203,"United Kingdom"
"205054","554704","23171","REGENCY TEA PLATE GREEN ",12,"5/26/2011 10:09",1.65,15658,"United Kingdom"
"410972","572186","23319","BOX OF 6 MINI 50'S CRACKERS",12,"10/21/2011 10:55",2.49,16497,"United Kingdom"
"199719","C554100","20725","LUNCH BAG RED RETROSPOT",-1,"5/22/2011 13:27",1.65,15555,"United Kingdom"
"433526","C573925","22098","BOUDOIR SQUARE TISSUE BOX",-7,"11/2/2011 9:50",0.39,17109,"United Kingdom"
"77036","542678","71495B","CD WALL TIDY RED FLOWERS",4,"1/31/2011 12:21",0.42,14688,"United Kingdom"
"219211","556087","22386","JUMBO BAG PINK POLKADOT",1,"6/8/2011 15:24",4.13,NA,"United Kingdom"
"363392","568567","21314","SMALL GLASS HEART TRINKET POT",1,"9/27/2011 18:41",4.13,NA,"United Kingdom"
"25497","538370","22130","PARTY CONE CHRISTMAS DECORATION ",12,"12/12/2010 11:06",0.85,16923,"United Kingdom"
"375180","569418","23535","WALL ART BICYCLE SAFTEY ",18,"10/4/2011 10:30",5.35,12989,"United Kingdom"
"187183","552951","23082","SET 6 PAPER TABLE LANTERN HEARTS ",12,"5/12/2011 12:05",3.75,14988,"United Kingdom"
"292750","562560","20764","ABSTRACT CIRCLES SKETCHBOOK ",2,"8/5/2011 17:12",3.75,14156,"EIRE"
"420802","572910","22966","GINGERBREAD MAN COOKIE CUTTER",4,"10/26/2011 15:58",1.25,15990,"United Kingdom"
"241140","558191","22383","LUNCH BAG SUKI DESIGN ",6,"6/27/2011 12:16",1.65,16869,"United Kingdom"
"404483","571676","22624","IVORY KITCHEN SCALES",1,"10/18/2011 13:29",8.5,16910,"United Kingdom"
"452382","575336","22816","CARD MOTORBIKE SANTA",12,"11/9/2011 13:58",0.42,14968,"United Kingdom"
"377662","569560","84879","ASSORTED COLOUR BIRD ORNAMENT",16,"10/5/2011 9:42",1.69,14511,"United Kingdom"
"77440","542728","22384","LUNCH BAG PINK POLKADOT",20,"1/31/2011 15:11",1.65,14006,"United Kingdom"
"254833","559337","22090","PAPER BUNTING RETROSPOT",2,"7/7/2011 16:27",5.79,NA,"United Kingdom"
"464459","576096","22284","HEN HOUSE DECORATION",12,"11/14/2011 9:20",1.65,13549,"United Kingdom"
"447881","574965","22867","HAND WARMER BIRD DESIGN",1,"11/8/2011 10:44",2.1,17964,"United Kingdom"
"252211","559092","23163","REGENCY SUGAR TONGS",8,"7/6/2011 10:48",2.49,16829,"United Kingdom"
"248466","558837","22219","LOVEBIRD HANGING DECORATION WHITE ",2,"7/4/2011 11:58",1.63,NA,"United Kingdom"
"219854","556108","22333","RETROSPOT PARTY BAG + STICKER SET",1,"6/8/2011 17:59",3.29,NA,"United Kingdom"
"115152","546108","21518","BANK ACCOUNT  GREETING  CARD ",12,"3/9/2011 12:35",0.42,15529,"United Kingdom"
"428594","573485","20719","WOODLAND CHARLOTTE BAG",10,"10/31/2011 11:37",0.85,15752,"United Kingdom"
"490101","578040","22189","CREAM HEART CARD HOLDER",2,"11/22/2011 14:21",3.95,13322,"United Kingdom"
"192581","553461","23174","REGENCY SUGAR BOWL GREEN",6,"5/17/2011 10:57",4.15,16316,"United Kingdom"
"344474","567074","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",4,"9/16/2011 12:22",2.95,17068,"United Kingdom"
"184347","552684","22063","CERAMIC BOWL WITH STRAWBERRY DESIGN",1,"5/10/2011 15:09",5.79,NA,"United Kingdom"
"111976","545853","84950","ASSORTED COLOUR T-LIGHT HOLDER",12,"3/7/2011 13:50",0.65,16517,"United Kingdom"
"268463","560426","20728","LUNCH BAG CARS BLUE",10,"7/18/2011 15:15",1.65,14038,"United Kingdom"
"529424","580730","84559A","3D SHEET OF DOG STICKERS",1,"12/5/2011 17:28",1.63,NA,"United Kingdom"
"59600","541302","21166","COOK WITH WINE METAL SIGN ",12,"1/17/2011 14:18",1.95,13769,"United Kingdom"
"165314","550781","84358","FLOOR LAMP SHADE WOOD BASE",4,"4/20/2011 13:43",8.49,13097,"United Kingdom"
"493448","578233","21098","CHRISTMAS TOILET ROLL",2,"11/23/2011 12:20",1.25,14049,"United Kingdom"
"157850","550213","23182","TOILET SIGN OCCUPIED OR VACANT",1,"4/15/2011 10:42",2.5,NA,"United Kingdom"
"472689","576695","21327","SKULLS WRITING SET ",2,"11/16/2011 12:25",1.65,16469,"United Kingdom"
"93688","544305","22423","REGENCY CAKESTAND 3 TIER",3,"2/17/2011 13:54",12.75,15044,"United Kingdom"
"26835","538524","21169","YOU'RE CONFUSING ME METAL SIGN ",1,"12/13/2010 9:35",4.21,NA,"United Kingdom"
"452725","575369","22111","SCOTTIE DOG HOT WATER BOTTLE",12,"11/9/2011 15:09",4.95,16655,"United Kingdom"
"134863","547871","22078","RIBBON REEL LACE DESIGN ",1,"3/27/2011 14:28",2.1,16931,"United Kingdom"
"278827","561218","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",1,"7/25/2011 17:11",4.13,NA,"United Kingdom"
"24287","538347","21098","CHRISTMAS TOILET ROLL",2,"12/10/2010 14:54",1.25,17220,"United Kingdom"
"234762","557598","23301","GARDENERS KNEELING PAD KEEP CALM ",2,"6/21/2011 11:33",1.65,14667,"United Kingdom"
"52247","540698","22703","PINK CAT BOWL",30,"1/11/2011 9:24",2.4,17450,"United Kingdom"
"220340","556183","22795","SWEETHEART RECIPE BOOK STAND",2,"6/9/2011 11:37",6.75,13134,"United Kingdom"
"19346","537852","22963","JAM JAR WITH GREEN LID",12,"12/8/2010 15:56",0.85,17340,"United Kingdom"
"145847","548916","22925","BLUE GIANT GARDEN THERMOMETER",2,"4/5/2011 10:07",5.95,14849,"United Kingdom"
"505214","579002","23552","BICYCLE PUNCTURE REPAIR KIT ",10,"11/27/2011 16:27",2.08,14093,"United Kingdom"
"266696","560264","22762","CUPBOARD 3 DRAWER MA CAMPAGNE",1,"7/17/2011 13:46",14.95,12833,"United Kingdom"
"76893","542664","22111","SCOTTIE DOG HOT WATER BOTTLE",1,"1/31/2011 12:14",10.79,NA,"United Kingdom"
"347267","567295","21832","CHOCOLATE CALCULATOR",12,"9/19/2011 12:16",1.65,17490,"United Kingdom"
"463070","576052","48184","DOORMAT ENGLISH ROSE ",1,"11/13/2011 14:48",8.25,15787,"United Kingdom"
"370100","569129","22469","HEART OF WICKER SMALL",3,"9/30/2011 13:40",1.65,15034,"United Kingdom"
"486508","577736","16237","SLEEPING CAT ERASERS",10,"11/21/2011 13:20",0.21,14606,"United Kingdom"
"301741","563352","22784","LANTERN CREAM GAZEBO ",3,"8/15/2011 14:32",4.95,15706,"United Kingdom"
"20788","538071","21481","FAWN BLUE HOT WATER BOTTLE",2,"12/9/2010 14:09",5.91,NA,"United Kingdom"
"342070","566816","22423","REGENCY CAKESTAND 3 TIER",16,"9/15/2011 10:53",10.95,12731,"France"
"106952","545398","21210","SET OF 72 RETROSPOT PAPER  DOILIES",12,"3/2/2011 11:43",1.45,13722,"United Kingdom"
"225906","556740","21172","PARTY METAL SIGN ",4,"6/14/2011 12:06",1.45,17346,"United Kingdom"
"161863","550493","85197","SET OF 12 MINI BUNNIES IN A BUCKET",2,"4/18/2011 14:50",2.1,15311,"United Kingdom"
"183402","552659","84997b","CHILDRENS CUTLERY RETROSPOT RED ",8,"5/10/2011 15:03",8.29,NA,"United Kingdom"
"113625","545994","22939","APRON APPLE DELIGHT",4,"3/8/2011 13:50",4.95,12623,"Germany"
"199952","554106","22384","LUNCH BAG PINK POLKADOT",10,"5/22/2011 14:05",1.65,12710,"Germany"
"57433","541206","22331","WOODLAND PARTY BAG + STICKER SET",144,"1/14/2011 12:24",1.45,14646,"Netherlands"
"32827","539181","21154","RED RETROSPOT OVEN GLOVE ",3,"12/16/2010 11:51",1.25,12748,"United Kingdom"
"302191","563382","22423","REGENCY CAKESTAND 3 TIER",1,"8/16/2011 10:50",12.75,18221,"United Kingdom"
"346072","567183","22079","RIBBON REEL HEARTS DESIGN ",2,"9/18/2011 15:32",1.65,14769,"United Kingdom"
"340212","566612","22867","HAND WARMER BIRD DESIGN",3,"9/13/2011 17:16",2.1,16229,"United Kingdom"
"325624","565446","22086","PAPER CHAIN KIT 50'S CHRISTMAS ",12,"9/4/2011 15:19",2.95,16057,"United Kingdom"
"254181","559298","22812","PACK 3 BOXES CHRISTMAS PANNETONE",12,"7/7/2011 12:38",1.95,12471,"Germany"
"482031","577403","22339","CHRISTMAS TREE PAINTED ZINC ",16,"11/20/2011 10:15",0.19,13988,"United Kingdom"
"257110","559513","16045","POPART WOODEN PENCILS ASST",100,"7/8/2011 15:56",0.04,14534,"United Kingdom"
"328963","565840","21993","FLORAL FOLK STATIONERY SET",2,"9/7/2011 12:02",2.46,NA,"United Kingdom"
"15973","537642","84559b","3D SHEET OF CAT STICKERS",1,"12/7/2010 15:33",1.69,NA,"United Kingdom"
"329610","565847","75049L","LARGE CIRCULAR MIRROR MOBILE",1,"9/7/2011 12:44",2.46,NA,"United Kingdom"
"387507","570293","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"10/10/2011 12:00",1.25,14128,"United Kingdom"
"135869","547918","47566","PARTY BUNTING",12,"3/28/2011 12:49",4.95,15249,"United Kingdom"
"34809","539434","20665","RED RETROSPOT PURSE ",1,"12/17/2010 14:41",5.91,NA,"United Kingdom"
"464472","576098","22589","CARDHOLDER GINGHAM STAR",6,"11/14/2011 10:01",2.89,14862,"United Kingdom"
"222485","556429","20828","GLITTER BUTTERFLY CLIPS",1,"6/10/2011 13:23",4.96,NA,"United Kingdom"
"385578","570209","22750","FELTCRAFT PRINCESS LOLA DOLL",2,"10/9/2011 10:29",3.75,16326,"United Kingdom"
"301153","563242","22795","SWEETHEART RECIPE BOOK STAND",6,"8/15/2011 10:28",5.95,17173,"United Kingdom"
"30674","538877","22557","PLASTERS IN TIN VINTAGE PAISLEY ",2,"12/14/2010 15:29",4.21,NA,"United Kingdom"
"429397","573553","22845","VINTAGE CREAM CAT FOOD CONTAINER",1,"10/31/2011 13:48",12.46,NA,"United Kingdom"
"48923","540481","47590B","PINK HAPPY BIRTHDAY BUNTING",3,"1/7/2011 15:42",5.45,16955,"United Kingdom"
"135565","547903","22424","ENAMEL BREAD BIN CREAM",1,"3/28/2011 11:59",12.75,15039,"United Kingdom"
"500065","578707","23458","DOLLY CABINET 3 DRAWERS ",1,"11/25/2011 11:20",14.95,17870,"United Kingdom"
"485259","577572","20711","JUMBO BAG TOYS ",4,"11/20/2011 15:48",2.08,17384,"United Kingdom"
"459146","575867","84199","GLOW IN DARK DOLPHINS",5,"11/11/2011 12:44",0.21,15034,"United Kingdom"
"59768","541406","35922","EASTER BUNNY WREATH",1,"1/17/2011 15:19",4.95,14657,"United Kingdom"
"66179","541783","22965","3 TRADITIONAl BISCUIT CUTTERS  SET",6,"1/21/2011 11:55",2.1,16618,"United Kingdom"
"155422","C549987","84978","HANGING HEART JAR T-LIGHT HOLDER",-1,"4/13/2011 16:06",1.25,14367,"United Kingdom"
"381196","569848","23313","VINTAGE CHRISTMAS BUNTING",5,"10/6/2011 13:48",4.95,16316,"United Kingdom"
"235549","557643","21115","ROSE CARAVAN DOORSTOP",1,"6/21/2011 16:36",14.13,NA,"United Kingdom"
"262976","559928","23307","SET OF 60 PANTRY DESIGN CAKE CASES ",24,"7/14/2011 8:52",0.55,12405,"Finland"
"256861","559506","22674","FRENCH TOILET SIGN BLUE METAL",1,"7/8/2011 15:17",2.46,NA,"United Kingdom"
"77287","542718","85146","JARDIN ETCHED GLASS SMALL BELL JAR",4,"1/31/2011 14:13",5.95,15602,"United Kingdom"
"284367","561870","21156","RETROSPOT CHILDRENS APRON",8,"7/31/2011 11:45",1.95,14911,"EIRE"
"259530","559693","85078","SCANDINAVIAN 3 HEARTS NAPKIN RING",2,"7/11/2011 16:21",1.63,NA,"United Kingdom"
"58035","541219","22207","FRYING PAN UNION FLAG",1,"1/14/2011 14:06",8.29,NA,"United Kingdom"
"167169","550986","21390","FILIGRIS HEART WITH BUTTERFLY",2,"4/21/2011 18:06",2.46,NA,"United Kingdom"
"379223","569680","23547","WRAP FLOWER SHOP  ",25,"10/5/2011 14:28",0.42,16803,"United Kingdom"
"421405","572964","22909","SET OF 20 VINTAGE CHRISTMAS NAPKINS",12,"10/27/2011 10:41",0.85,12630,"Finland"
"472080","576665","23330","DECORATIVE WICKER HEART MEDIUM",1,"11/16/2011 11:46",1.25,17841,"United Kingdom"
"229968","557112","85099C","JUMBO  BAG BAROQUE BLACK WHITE",3,"6/16/2011 16:31",4.13,NA,"United Kingdom"
"456922","575726","23404","HOME SWEET HOME BLACKBOARD",1,"11/10/2011 19:12",4.95,16791,"United Kingdom"
"179783","552286","23209","LUNCH BAG DOILEY PATTERN ",10,"5/8/2011 13:07",1.65,16393,"United Kingdom"
"408327","571936","23234","BISCUIT TIN VINTAGE CHRISTMAS",36,"10/20/2011 9:04",2.49,15814,"United Kingdom"
"75698","542607","22588","CARD HOLDER GINGHAM HEART",3,"1/30/2011 13:48",2.55,13148,"United Kingdom"
"369205","569020","23356","LOVE HOT WATER BOTTLE",6,"9/30/2011 9:39",5.95,15321,"United Kingdom"
"6434","536945","22956","36 FOIL HEART CAKE CASES",1,"12/3/2010 12:24",2.1,14083,"United Kingdom"
"22077","538153","21035","SET/2 RED RETROSPOT TEA TOWELS ",1,"12/9/2010 16:31",5.91,NA,"United Kingdom"
"68393","541866","82484","WOOD BLACK BOARD ANT WHITE FINISH",3,"1/24/2011 9:25",6.45,16477,"United Kingdom"
"486098","577700","22197","POPCORN HOLDER",5,"11/21/2011 12:06",0.85,14449,"United Kingdom"
"90651","544059","21888","BINGO SET",1,"2/15/2011 13:00",3.75,14534,"United Kingdom"
"439767","574481","22908","PACK OF 20 NAPKINS RED APPLES",2,"11/4/2011 12:45",0.85,18022,"United Kingdom"
"239783","558067","23300","GARDENERS KNEELING PAD CUP OF TEA ",12,"6/24/2011 15:51",1.65,14156,"EIRE"
"530563","580875","22496","SET OF 2 ROUND TINS DUTCH CHEESE",12,"12/6/2011 12:11",0.79,17744,"United Kingdom"
"137729","548166","22041","RECORD FRAME 7"" SINGLE SIZE ",1,"3/29/2011 13:45",4.96,NA,"United Kingdom"
"22269","538156","21192","WHITE BELL HONEYCOMB PAPER ",6,"12/9/2010 16:53",1.65,15555,"United Kingdom"
"393348","570818","23265","SET OF 3 WOODEN TREE DECORATIONS",4,"10/12/2011 12:47",1.25,17841,"United Kingdom"
"136386","547964","21381","MINI WOODEN HAPPY BIRTHDAY GARLAND",2,"3/28/2011 15:45",3.29,NA,"United Kingdom"
"111410","545719","22873","NUMBER TILE COTTAGE GARDEN 5",8,"3/7/2011 10:28",1.95,13344,"United Kingdom"
"156464","550138","22251","BIRDHOUSE DECORATION MAGIC GARDEN",4,"4/14/2011 14:02",1.25,12841,"United Kingdom"
"52784","540821","22201","FRYING PAN BLUE POLKADOT",1,"1/11/2011 13:16",3.36,NA,"United Kingdom"
"341801","566786","21791","VINTAGE HEADS AND TAILS CARD GAME ",12,"9/15/2011 10:29",1.25,13518,"United Kingdom"
"474975","576857","21528","DAIRY MAID TRADITIONAL TEAPOT ",1,"11/16/2011 15:52",6.95,12748,"United Kingdom"
"3860","536707","21218","RED SPOTTY BISCUIT TIN",6,"12/2/2010 12:33",3.75,12915,"United Kingdom"
"210600","555284","20617","FIRST CLASS PASSPORT COVER ",6,"6/2/2011 9:37",1.69,14298,"United Kingdom"
"418742","572743","22693","GROW A FLYTRAP OR SUNFLOWER IN TIN",24,"10/25/2011 16:13",1.25,14482,"United Kingdom"
"539033","581426","21154","RED RETROSPOT OVEN GLOVE ",2,"12/8/2011 15:31",1.25,17757,"United Kingdom"
"244357","558485","20723","STRAWBERRY CHARLOTTE BAG",1,"6/30/2011 10:11",0.85,NA,"United Kingdom"
"346262","567183","23376","PACK OF 12 VINTAGE CHRISTMAS TISSUE",12,"9/18/2011 15:32",0.39,14769,"United Kingdom"
"125411","547042","21977","PACK OF 60 PINK PAISLEY CAKE CASES",1,"3/20/2011 11:00",1.25,NA,"United Kingdom"
"169459","551174","84913B","MINT GREEN ROSE TOWEL",1,"4/26/2011 17:02",3.29,NA,"United Kingdom"
"355330","567917","85111","SILVER GLITTER FLOWER VOTIVE HOLDER",36,"9/22/2011 17:19",0.29,14298,"United Kingdom"
"444757","574740","22814","CARD PARTY GAMES ",24,"11/6/2011 16:07",0.42,12357,"Switzerland"
"420309","572886","85019B","BLOSSOM  IMAGES NOTEBOOK SET",24,"10/26/2011 13:46",1.25,12448,"Spain"
"314131","564565","84992","72 SWEETHEART FAIRY CAKE CASES",48,"8/26/2011 10:50",0.55,14911,"EIRE"
"213972","555562","22352","LUNCH BOX WITH CUTLERY RETROSPOT ",1,"6/5/2011 14:45",2.55,17841,"United Kingdom"
"367959","568916","21832","CHOCOLATE CALCULATOR",12,"9/29/2011 14:08",1.65,15452,"United Kingdom"
"327181","565618","21090","SET/6 COLLAGE PAPER PLATES",12,"9/5/2011 15:40",0.39,15974,"United Kingdom"
"175836","551987","23199","JUMBO BAG APPLES",2,"5/5/2011 14:55",2.08,15005,"United Kingdom"
"381920","569897","23118","PARISIENNE JEWELLERY DRAWER ",1,"10/6/2011 16:01",7.5,17813,"United Kingdom"
"375848","569482","22180","RETROSPOT LAMP",4,"10/4/2011 12:43",9.95,14184,"United Kingdom"
"226427","556803","22355","CHARLOTTE BAG SUKI DESIGN",49,"6/14/2011 14:57",2.46,NA,"United Kingdom"
"5522","536864","21945","STRAWBERRIES  DESIGN FLANNEL ",1,"12/3/2010 11:27",1.66,NA,"United Kingdom"
"501873","578833","21944","KITTENS DESIGN FLANNEL",1,"11/25/2011 15:23",1.63,NA,"United Kingdom"
"505094","579001","22551","PLASTERS IN TIN SPACEBOY",3,"11/27/2011 16:19",1.65,15555,"United Kingdom"
